kommun;kommun original;age;metric;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
Lørenskog;3029 Lørenskog (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;519000;562200;564600;591400
Lørenskog;0230 Lørenskog (1908-2019);All ages;Average Gross income;259500;278300;287100;307300;316400;319700;339400;329700;356800;379200;380200;386900;408400;421800;438800;450100;472100;467100;480600;495200;504200;0;0;0;0
Løten;3412 Løten;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;437400;461000;477000;501200
Løten;0415 Løten (-2019);All ages;Average Gross income;184900;199100;205100;219900;228800;232000;243000;250600;269300;288800;292900;303900;320100;333100;347600;357300;370300;380100;392300;404400;420600;0;0;0;0
Lund;1112 Lund;All ages;Average Gross income;190100;202000;210900;223500;279600;233800;263900;258100;284300;308100;308800;324400;339000;353100;369900;381300;387600;387500;398900;422000;428800;443800;506700;514100;549200
Lunner;3234 Lunner;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lunner;3054 Lunner (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;478400;503900;516400;549000
Lunner;0533 Lunner (-2019);All ages;Average Gross income;214000;227500;239500;254400;260100;271600;280200;285200;308500;332000;336600;346800;364600;379600;388900;404500;418400;429500;441300;456700;468600;0;0;0;0
Lurøy;1834 Lurøy;All ages;Average Gross income;168200;219400;205300;208300;208200;219100;240300;241900;270700;288100;296200;319000;341600;358100;363400;390800;425100;419800;457200;486500;537600;521400;626300;568100;650500
Luster;4644 Luster;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442400;470000;492700;541200
Luster;1426 Luster (-2019);All ages;Average Gross income;181800;194200;205200;221000;220200;227600;239500;247200;269900;295400;302800;310000;326400;343200;353600;369300;383600;390200;399300;413900;434600;0;0;0;0
Lyngdal;4225 Lyngdal;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;439800;472500;480500;502700
Lyngdal;1032 Lyngdal (-2019);All ages;Average Gross income;192800;206900;213600;231500;237100;246700;265000;258100;285600;306300;308900;322400;338500;357000;366700;378000;391500;392600;397600;411800;431000;0;0;0;0
Lyngen;5536 Lyngen;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lyngen;5424 Lyngen (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;422900;448800;470400;498300
Lyngen;1938 Lyngen (-2019);All ages;Average Gross income;176500;183100;192900;204200;209500;220000;234000;239000;255600;276900;285000;297600;311500;328800;341300;360800;376000;387600;379900;390200;408800;0;0;0;0
Målselv;5524 Målselv;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Målselv;5418 Målselv (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;475000;497500;506600;540300
Målselv;1924 Målselv (-2019);All ages;Average Gross income;207000;219300;229400;249300;257400;259300;270000;280600;300300;320300;324300;335700;353700;374300;378200;393300;428200;416300;428500;451200;461000;0;0;0;0
Malvik;5031 Malvik;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;475800;495600;501900;544100;561700;596200
Malvik;1663 Malvik (-2017);All ages;Average Gross income;215400;226100;242000;252400;269500;271800;308300;296200;322400;344300;352500;367100;383000;403500;419000;429400;445900;451500;468700;0;0;0;0;0;0
Mandal;1002 Mandal (-2019);All ages;Average Gross income;196400;209700;218500;234800;243200;249900;275800;273500;296500;319400;320400;332300;345100;361100;376300;389500;406100;403900;416700;429600;447300;0;0;0;0
Marker;3122 Marker;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Marker;3013 Marker (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;440800;475700;493300;521700
Marker;0119 Marker (1964-2019);All ages;Average Gross income;187900;207100;213900;225600;230000;244800;249400;248600;272000;291000;292900;300200;317400;331100;344700;364500;390600;376200;398300;412000;426600;0;0;0;0
Marnardal;1021 Marnardal (1964-2019);All ages;Average Gross income;185600;193500;203100;217600;228900;227800;248300;252500;278600;295200;302800;316100;332500;340500;353500;365400;382700;383700;397300;421100;437100;0;0;0;0
Masfjorden;4634 Masfjorden;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;473400;523200;526900;578000
Masfjorden;1266 Masfjorden (-2019);All ages;Average Gross income;186000;195500;207700;221800;223100;232000;247400;265100;290300;317000;322100;335400;349500;370900;391800;402300;426300;419200;426800;441700;466500;0;0;0;0
Måsøy;5618 Måsøy;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Måsøy;5434 Måsøy (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;453300;485100;511600;547600
Måsøy;2018 Måsøy (-2019);All ages;Average Gross income;191000;199500;209800;227800;224000;222500;240500;244400;262900;283700;277700;301200;314500;330300;341400;358900;368500;378500;393200;428800;445600;0;0;0;0
Meland;1256 Meland (1924-2019);All ages;Average Gross income;202000;214500;227200;252100;255500;260200;282300;292800;315400;336500;346900;358600;370300;388300;405000;419500;433800;434600;445200;457200;487300;0;0;0;0
Meldal;5023 Meldal (2018-2019);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;399100;415600;0;0;0;0
Meldal;1636 Meldal (-2017);All ages;Average Gross income;170800;181100;192000;205000;210900;230200;243300;235500;259100;283700;287200;302600;317000;336200;338200;355700;388100;395100;388300;0;0;0;0;0;0
Melhus;5028 Melhus;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;437300;453800;462500;494800;514400;548700
Melhus;1653 Melhus (-2017);All ages;Average Gross income;194500;206500;219100;233400;242500;261400;270300;267900;294400;315100;316000;327200;342200;360100;379000;391300;405200;412500;427800;0;0;0;0;0;0
Meløy;1837 Meløy;All ages;Average Gross income;193200;203900;220300;235700;240200;240400;262300;269800;299400;323000;332700;347400;365000;372300;374600;386200;401300;409400;419000;433700;449400;464700;496500;512200;547200
Meråker;5034 Meråker;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;372500;380900;396700;418800;425400;457100
Meråker;1711 Meråker (-2017);All ages;Average Gross income;170200;178800;193400;203300;209800;225700;229700;243900;252700;277600;280200;287700;298300;308300;317100;322500;333100;338000;369300;0;0;0;0;0;0
Midsund;1545 Midsund (1965-2019);All ages;Average Gross income;200000;233300;241400;247600;233100;239300;265200;271700;316500;321400;333500;343200;365300;375900;387900;399000;413600;418600;427100;447800;486300;0;0;0;0
MidtreGauldal;5027 Midtre Gauldal;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;408700;425900;438100;466100;478200;512600
MidtreGauldal;1648 Midtre Gauldal (1964-2017);All ages;Average Gross income;170100;181700;193500;211400;211400;221900;239200;240200;263100;278800;284500;298200;317600;331000;349900;360500;385000;383300;395000;0;0;0;0;0;0
MidtTelemark;3817 Midt-Telemark (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;419300;453200;464800;493500
MidtTelemark;4020 Midt-Telemark;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Modalen;4629 Modalen;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;464000;623800;484500;525200
Modalen;1252 Modalen (1910-2019);All ages;Average Gross income;188400;202100;213800;215500;226500;237200;245200;254500;275900;319600;311200;321900;321400;353300;376700;401900;448100;403000;393500;429500;462100;0;0;0;0
Modum;3047 Modum (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;445300;484000;483800;513800
Modum;0623 Modum (-2019);All ages;Average Gross income;197500;212400;221200;238900;245300;251700;272300;265500;287300;310700;312700;325500;340900;355000;367300;374800;396600;396400;413800;428100;433700;0;0;0;0
Modum;3316 Modum;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Moland;0918 Moland (1962-1991);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Molde;1502 Molde (-2019);All ages;Average Gross income;216200;233800;240600;259200;266700;272300;301400;291400;325200;349100;350300;360200;377800;392500;411800;425300;441000;440200;446900;458700;478400;0;0;0;0
Molde;1506 Molde;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;484100;531300;537700;565800
Moskenes;1858 Moskenes (1916-1975);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Moskenes;1874 Moskenes;All ages;Average Gross income;181700;194800;219700;225900;220400;227500;240700;252600;271600;297800;290400;311700;335200;349400;352600;373800;382800;398600;423200;443000;467400;469500;499000;521600;576800
Moss;3103 Moss;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Moss;3002 Moss (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;468600;522200;519800;561100
Moss;0104 Moss (-2019);All ages;Average Gross income;209900;222000;232500;245500;256500;264800;281800;280400;305800;324000;323200;330900;347100;360900;373300;386300;405300;404100;416500;434200;448200;0;0;0;0
Mosvik;1723 Mosvik  (-2011);All ages;Average Gross income;171700;180900;189600;203500;207400;210200;226600;229600;254300;274800;278900;291300;0;0;0;0;0;0;0;0;0;0;0;0;0
Mykland;0932 Mykland (-1966);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nærøy;5051 Nærøy (2018-2019);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;424100;441800;0;0;0;0
Nærøy;1751 Nærøy (-2017);All ages;Average Gross income;179000;195000;195600;210900;212400;219900;234300;238100;265300;285900;289300;306800;322500;339200;357500;365700;379200;393900;408900;0;0;0;0;0;0
Nærøysund;5060 Nærøysund;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;483300;567200;561100;594500
Namdalseid;5040 Namdalseid (2018-2019);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;393100;404900;0;0;0;0
Namdalseid;1725 Namdalseid (-2017);All ages;Average Gross income;165900;176800;186400;199400;199400;209300;222000;229700;255600;268700;281700;289900;307300;324900;339300;351500;360200;366900;381700;0;0;0;0;0;0
Namsos;5005 Namsos (2018-2019);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;430700;441300;0;0;0;0
Namsos;1703 Namsos (-2017);All ages;Average Gross income;192000;203600;213300;227800;242700;242500;268000;263800;285500;307200;313100;324500;340700;361100;365800;374600;392800;399200;419800;0;0;0;0;0;0
NamsosNåavmesjenjaelmie;5007 Namsos - Nåavmesjenjaelmie;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;448200;482100;498300;531300
Namsskogan;5044 Namsskogan;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;390300;417400;422200;459900;475700;497800
Namsskogan;1740 Namsskogan (1923-2017);All ages;Average Gross income;172400;179000;189800;202800;205800;210700;217400;228600;248000;270800;287700;296800;311000;320800;343500;352500;373300;372500;382600;0;0;0;0;0;0
Nannestad;3238 Nannestad;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nannestad;3036 Nannestad (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;463200;497800;524500;545600
Nannestad;0238 Nannestad (-2019);All ages;Average Gross income;229600;238100;248900;265900;273500;275800;293000;291500;317700;343000;340900;351100;363700;380300;390000;404500;424200;431200;438400;450500;467400;0;0;0;0
Narvik;1805 Narvik (-2019);All ages;Average Gross income;200700;211600;221800;236700;245300;250900;268300;269800;292900;317700;322900;337600;354100;364800;375700;387000;399100;413300;419500;436200;455600;0;0;0;0
Narvik;1806 Narvik;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;463200;496100;513900;544500
Naustdal;1433 Naustdal (-2019);All ages;Average Gross income;190300;208100;211900;227400;230300;234300;255400;258100;284900;304000;314300;327600;338700;361400;379400;382400;415700;403300;411900;431800;448700;0;0;0;0
NedreEiker;0625 Nedre Eiker (-2019);All ages;Average Gross income;211000;228300;236100;251300;258600;261600;280000;278400;300300;327200;328900;339200;357600;369500;380800;396500;406800;410200;420600;439600;450300;0;0;0;0
Nes;3228 Nes;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nes;3034 Nes (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;470500;497600;520000;543800
NesAkershus;0236 Nes (Akershus) (-2019);All ages;Average Gross income;218600;231800;241800;257300;263300;266900;283800;283700;308000;327100;329600;338900;353300;368500;382000;392700;410800;421300;429600;444900;462400;0;0;0;0
NesBuskerud;0616 Nes (Buskerud) (-2019);All ages;Average Gross income;197300;208400;216900;275100;276000;286000;338100;261900;286100;306400;309400;313000;329200;340400;352900;359300;382200;394600;418000;427000;442700;0;0;0;0
Nesbyen;3040 Nesbyen (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;465300;528300;517900;547800
Nesbyen;3322 Nesbyen;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nesna;1828 Nesna;All ages;Average Gross income;177000;182700;198200;214400;215100;214400;237500;234200;252000;269800;266400;278000;288300;310400;301300;311000;330800;339200;383800;386200;412400;430300;465200;454900;496200
Nesodden;3212 Nesodden;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nesodden;3023 Nesodden (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;546600;605700;594500;627800
Nesodden;0216 Nesodden (-2019);All ages;Average Gross income;252300;264400;272800;287600;293900;299900;317000;319000;344200;372000;366800;377900;401800;419100;436700;450100;467500;475200;487800;503300;522900;0;0;0;0
Nesset;1543 Nesset (-2019);All ages;Average Gross income;186200;200800;209400;221400;221000;226800;239400;255100;274800;297500;301700;316400;334000;350700;362200;380600;392000;389600;401200;419300;438000;0;0;0;0
Nissedal;3822 Nissedal (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;447400;484100;479000;510500
Nissedal;4030 Nissedal;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nissedal;0830 Nissedal (-2019);All ages;Average Gross income;174900;187900;195400;212500;216500;230700;288100;261500;270400;290500;294400;313400;334600;343100;362500;365500;382900;393600;396300;414900;441200;0;0;0;0
Nittedal;3232 Nittedal;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nittedal;3031 Nittedal (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;544900;584900;597200;626900
Nittedal;0233 Nittedal (-2019);All ages;Average Gross income;252000;271300;280500;299500;303600;312300;330400;329000;355500;380800;380100;394100;410000;429300;450400;462400;481600;491300;502600;514500;531400;0;0;0;0
Nome;3816 Nome (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;425600;465000;482000;504700
Nome;4018 Nome;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nome;0819 Nome (1964-2019);All ages;Average Gross income;191200;204000;215200;229900;239500;241600;259400;260200;279700;297800;296400;309600;320500;335300;346900;359100;375900;373300;384000;398900;414600;0;0;0;0
NordAurdal;3451 Nord-Aurdal;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;438600;468100;478300;504800
NordAurdal;0542 Nord-Aurdal (-2019);All ages;Average Gross income;195300;208500;213100;230000;235100;246800;269200;254300;277400;297600;304100;312800;326100;338800;350800;363400;385400;388900;402700;413700;424800;0;0;0;0
Norddal;1524 Norddal (-2019);All ages;Average Gross income;184000;196300;205600;219000;218100;228000;245900;250000;285900;300000;306200;309900;332600;347900;357700;371700;379200;420500;385700;398700;419800;0;0;0;0
NordFron;3436 Nord-Fron;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;433300;471500;487700;510400
NordFron;0516 Nord-Fron (1977-2019);All ages;Average Gross income;184300;196700;207000;221900;223500;236300;261900;254600;276300;307100;301700;315300;325600;343500;361400;384700;393400;398700;402200;414600;430900;0;0;0;0
Nordkapp;5620 Nordkapp;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nordkapp;5435 Nordkapp (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;453800;481900;518400;554300
Nordkapp;2019 Nordkapp (-2019);All ages;Average Gross income;201500;216300;222700;228000;235900;237800;248000;256100;281600;309400;307000;318700;341700;352100;361700;376200;391400;399000;414100;429700;450600;0;0;0;0
NordOdal;3414 Nord-Odal;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;412800;440700;457100;487400
NordOdal;0418 Nord-Odal (-2019);All ages;Average Gross income;180600;194400;205500;213800;219200;225900;234700;240700;260700;282200;286800;292500;309700;324700;337500;348500;363400;366800;374300;393400;404600;0;0;0;0
NordreFollo;3207 Nordre Follo;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NordreFollo;3020 Nordre Follo (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;555400;607100;615300;645500
NordreisaRáisaRaisi;5544 Nordreisa - Ráisa - Raisi;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NordreisaRáisaRaisi;5428 Nordreisa - Ráisa - Raisi (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;446900;468800;487100;515400
NordreisaRáisaRaisi;1942 Nordreisa - Ráisa - Raisi (-2019);All ages;Average Gross income;174000;207200;201400;209600;216900;224500;242100;245300;267900;290300;295300;307200;322500;334500;349900;360500;376200;382500;396900;410000;442300;0;0;0;0
NordreLand;3448 Nordre Land;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;409400;431600;446200;474800
NordreLand;0538 Nordre Land (-2019);All ages;Average Gross income;171500;181400;192800;205300;208900;215200;229000;233800;258100;275200;279900;289700;302500;315200;328500;339400;353300;362300;366300;389200;400300;0;0;0;0
NoreogUvdal;3052 Nore og Uvdal (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;452200;489900;481600;512300
NoreogUvdal;0633 Nore og Uvdal (1962-2019);All ages;Average Gross income;178300;188900;198800;215200;217300;222500;251400;243100;270200;286800;297000;305000;320600;333700;348100;357400;376900;383000;397200;413900;433400;0;0;0;0
NoreogUvdal;3338 Nore og Uvdal;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Notodden;3808 Notodden (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442600;475900;483300;515800
Notodden;4005 Notodden;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Notodden;0807 Notodden (1913-2019);All ages;Average Gross income;198200;207800;217200;234800;244000;244700;264800;262400;285400;306900;313600;322900;338400;350000;362100;373700;390800;383700;395100;413100;428600;0;0;0;0
Nøtterøy;0722 Nøtterøy (-2017);All ages;Average Gross income;231600;254800;257500;277000;295800;294600;331800;305000;330900;356000;354800;362700;382800;403800;420100;436600;462200;458400;474700;0;0;0;0;0;0
NyÅlesundplanningarea;2112 Ny-Ålesund planning area;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Odda;1228 Odda (1913-2019);All ages;Average Gross income;199700;209000;217700;232100;237500;243400;253700;266400;302100;312200;318500;329100;343500;357200;368700;381400;404200;401300;411800;430500;452100;0;0;0;0
Øksnes;1868 Øksnes;All ages;Average Gross income;193900;199600;212900;227600;228800;233400;260300;253400;275500;295000;303800;322600;335700;351300;352600;367700;387800;392000;416800;431800;449300;454500;494000;517300;542500
Ølen;1159 Ølen (2002-2005);All ages;Average Gross income;0;0;219100;235800;248600;265700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ølen;1214 Ølen (1916-2001);All ages;Average Gross income;201900;212200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Onsøy;0134 Onsøy (-1993);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Oppdal;5021 Oppdal;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;418800;441900;452900;484700;500600;519500
Oppdal;1634 Oppdal (-2017);All ages;Average Gross income;187100;202400;209500;224600;228900;243000;269300;253300;283200;299300;299000;313000;330100;340000;354900;362900;380500;392000;403400;0;0;0;0;0;0
Oppegård;0217 Oppegård (1915-2019);All ages;Average Gross income;281800;306600;306700;323600;332900;339400;384800;362800;394900;426700;418500;434200;459300;471700;486100;500500;528900;533900;539800;554200;577200;0;0;0;0
Orkdal;5024 Orkdal (2018-2019);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;433700;444600;0;0;0;0
Orkdal;1638 Orkdal (-2017);All ages;Average Gross income;189000;198800;211300;226200;231100;239600;252300;260900;285900;308100;311200;323400;339000;357600;371100;386300;402300;408300;415200;0;0;0;0;0;0
Orkland;5059 Orkland;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;445800;478900;496500;529100
Ørland;5015 Ørland (2018-2019);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441600;455300;0;0;0;0
Ørland;5057 Ørland;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;456100;484900;506100;544700
Ørland;1621 Ørland (-2017);All ages;Average Gross income;200400;210900;228900;240600;258700;257600;266800;268600;287800;307300;312500;320900;339900;360200;365900;380000;392200;409300;423200;0;0;0;0;0;0
Ørskog;1523 Ørskog (1977-2019);All ages;Average Gross income;195900;218600;219100;236200;241300;246800;269600;276200;299200;316600;319200;329200;343700;357800;375400;403000;399500;403400;424500;428700;456900;0;0;0;0
Ørskog;1527 Ørskog (-1976);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ørsta;1520 Ørsta;All ages;Average Gross income;190600;205800;211500;226200;232400;237800;258700;258800;287600;314900;314200;323700;345900;360100;379400;396100;407800;415200;420000;433400;446400;455100;493600;504400;543000
Os;3430 Os;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;418400;454200;465800;499800
Osen;5020 Osen;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;393500;415400;420700;453700;479700;510700
Osen;1633 Osen (-2017);All ages;Average Gross income;173800;177400;199900;219500;210000;213200;232400;245400;260500;282300;287000;302200;323800;329400;338400;347600;367300;380600;378900;0;0;0;0;0;0
OsHedmark;0441 Os (Hedmark) (1976-2019);All ages;Average Gross income;165900;176400;187700;193500;210100;206100;224900;228200;250400;277100;278000;289200;306600;316300;330100;343500;354700;357500;366000;387700;482400;0;0;0;0
OsHordaland;1243 Os (Hordaland) (-2019);All ages;Average Gross income;219700;235500;246000;271300;277100;295400;314700;316000;335800;356300;358400;365700;390800;402000;422700;434100;464000;449700;457300;469800;486600;0;0;0;0
Oslomunicipality;0301 Oslo municipality;All ages;Average Gross income;266600;297400;292300;324200;330300;351400;388900;340100;376100;395900;389900;407700;422000;437400;452500;470200;504200;499200;510300;529400;541800;568300;649900;634100;670600
Osterøy;4630 Osterøy;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;453000;486500;495400;528300
Osterøy;1253 Osterøy (1964-2019);All ages;Average Gross income;190500;206300;260100;225900;236600;242300;263700;265900;287900;310100;314700;324100;348900;359700;373700;389400;401300;403400;408000;424100;438200;0;0;0;0
ØstreToten;3442 Østre Toten;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;451900;484000;493100;527200
ØstreToten;0528 Østre Toten (-2019);All ages;Average Gross income;187900;202600;211300;227500;233900;242400;261000;256700;280300;301300;306400;317700;331100;344000;354300;366300;383600;392400;410500;424100;437700;0;0;0;0
Overhalla;5047 Overhalla;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;434300;450000;461000;495300;513800;546900
Overhalla;1744 Overhalla (-2017);All ages;Average Gross income;184700;196700;203400;216700;226300;235700;255000;256800;285700;306400;302100;318500;334300;348900;369100;378600;395900;413300;430700;0;0;0;0;0;0
ØvreEiker;3048 Øvre Eiker (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;475800;532300;520400;549300
ØvreEiker;0624 Øvre Eiker (-2019);All ages;Average Gross income;209300;233300;233000;252800;259500;263700;287000;274500;299600;324900;327300;337700;354900;373600;385300;394000;420100;428000;430000;445200;472100;0;0;0;0
ØvreEiker;3314 Øvre Eiker;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
