RovbaseID,DNAID,Art,Dødsårsak,"Dødsårsak, annet",Dødsdato,Usikker dødsdato,Dødstidspunkt,Alder på dødt individ,Aldersklasse verifisert SVA,Yngling,Kjønn,"Alder, vurdert","Alder, verifisert","Alder, verifisert av",Helvekt,Slaktevekt,CITES-nummer,Kontroll av fellingsted,Vevsprøve tatt,Observasjons/Jaktdato,Kontrollstatus,Vurdering,Microchip,Funnsted,Nord (UTM33/SWEREF99 TM),Øst (UTM33/SWEREF99 TM),Nord (RT90),Øst (RT90),Koordinatsystem,Stedkvalitet,Individ,SVAID,Länsstyrelsens nr,Kommunenummer,Kommune,Fylkenummer,Fylke
M407544,D443069,Varg,Licensjakt,,2015.01.25,Nej,12:05,Vuxen,Ja,Nej,Hona,4,4,SVA,"38,60","0,00",,Nej,Ja,2015.01.25,Laboratorium,Dokumenterad,00072EBAB1,Hollandstorp,6693614,373312,6697485,1328848,RT90,Mindre bra,UI040288 G85-11 +,V2015-0236,,2-1737,Torsby (S),2-17,Värmlands län (S)
M407545,D443070,Varg,Licensjakt,,2015.01.25,Nej,12:06,Unge,Ja,Nej,Hane,0,0,SVA,"33,00","0,00",,Nej,Ja,2015.01.25,Laboratorium,Dokumenterad,00072EB196,Hollandstorp,6693713,373279,6697585,1328816,RT90,Mindre bra,UI404981 G46-15 +,V2015-0237,VS272015PL,2-1737,Torsby (S),2-17,Värmlands län (S)
M407546,D443071,Varg,Licensjakt,,2015.01.25,Nej,14:00,Unge,Ja,Nej,Hona,0,0,SVA,"27,50","0,00",,Nej,Ja,2015.01.25,Laboratorium,Dokumenterad,00072EE45B,Rävberget,6625635,415734,6628956,1370460,RT90,Mindre bra,UI404984 G41-15 +,V2015-0241,VS282015FW,2-1763,Forshaga (S),2-17,Värmlands län (S)
M407548,D443091,Varg,Licensjakt,,2015.01.26,Nej,13:20,Vuxen,Ja,Nej,Hona,3,3,SVA,"31,00","0,00",,Ja,Ja,2015.01.26,Laboratorium,Dokumenterad,00072EBCC1,Dalen,6605897,407732,6609307,1362215,RT90,Mindre bra,UI040821 G12-13 +,V2015-0239,,2-1715,Kil (S),2-17,Värmlands län (S)
M407553,D443099,Varg,Licensjakt,,2015.01.26,Nej,12:03,Unge,Ja,Nej,Hane,0,0,SVA,"35,50","0,00",,Nej,Nej,2015.01.26,Laboratorium,Dokumenterad,00072EF823,,6666637,493215,6669031,1448472,RT90,Mycket bra,UI404986 G52-15 +,V2015-0245,,2-2085,Ludvika (S),2-20,Dalarnas län (S)
M407554,D443107,Varg,Licensjakt,,2015.01.27,Nej,12:10,Unge,Ja,Nej,Hona,0,0,SVA,"25,00","0,00",,Nej,Ja,2015.01.27,Laboratorium,Dokumenterad,00072EB2BA,Möresätern,6715483,387577,6719190,1343388,RT90,Mindre bra,UI404825 G134-14 +,V2015-0284,,2-1737,Torsby (S),2-17,Värmlands län (S)
M407555,D443109,Varg,Licensjakt,,2015.01.27,Nej,,Unge,Ja,Nej,Hona,0,0,SVA,"30,00","0,00",,Nej,Nej,2015.01.27,Laboratorium,Dokumenterad,,,6612208,420104,6615470,1374669,WGS84-UTM Zon 33,Mindre bra,UI405060 G58-15 +,V2015-0286,,2-1763,Forshaga (S),2-17,Värmlands län (S)
M407556,D443110,Varg,Licensjakt,,2015.01.27,Nej,12:25,Unge,Ja,Nej,Hane,0,0,SVA,"29,15","0,00",,Nej,Nej,2015.01.27,Laboratorium,Dokumenterad,00072EBF8C,Långsberg,6732000,481400,6734562,1437453,RT90,Mycket bra,UI404987 G51-15 +,V2015-0252,,2-2029,Leksand (S),2-20,Dalarnas län (S)
M407564,D443200,Varg,Licensjakt,,2015.01.29,Nej,10:15,Vuxen,Ja,Nej,Hona,1,1,SVA,"31,00","31,00",,Nej,Nej,2015.01.29,Laboratorium,Dokumenterad,,Mässan Olsjöreviret,6671458,502839,6673736,1458159,RT90,Exakt,UI404042 G24-14 +,V2015-0282,,2-2085,Ludvika (S),2-20,Dalarnas län (S)
M407565,D443204,Varg,Licensjakt,,2015.01.30,Nej,13:25,Vuxen,Ja,Nej,Hane,2,2,SVA,"45,80","0,00",,Nej,Nej,2015.01.30,Laboratorium,Dokumenterad,0006DCE6F1,,6726373,473274,6729033,1429255,RT90,Mycket bra,UI402382 G132-12 V417 +,V2015-0283,,2-2029,Leksand (S),2-20,Dalarnas län (S)
M407566,D443205,Varg,Licensjakt,,2015.01.30,Nej,11:10,Vuxen,Ja,Nej,Hona,3,3,SVA,"30,50","0,00",,Nej,Nej,2015.01.30,Laboratorium,Dokumenterad,ej chipat,,6664090,501921,6666376,1457150,RT90,Mycket bra,UI040253 G84-13 +,V2015-0281,,2-2085,Ludvika (S),2-20,Dalarnas län (S)
M407571,D443232,Varg,Licensjakt,,2015.02.01,Nej,15:15,Unge,Ja,Nej,Hona,0,0,SVA,"32,00","0,00",,Nej,Ja,2015.02.01,Laboratorium,Dokumenterad,00072ED694,N Greksnäs,6609508,483690,6611997,1438248,RT90,Mindre bra,UI405059 G57-15 +,V2015-0285,,2-1863,Hällefors (S),2-18,Örebro län (S)
M407592,D443381,Varg,Jakt - Kula,,2015.02.03,Nej,13:20,Vuxen,Nej,Nej,Hona,1,1,NINA,"30,2","30,20",,Ja,Ja,2015.02.03,Laboratorium,Dokumenterad,578098100341509,Svensketjønn,6575607,202805,6581486,1156802,WGS84-UTM Zon 33,Mindre bra,UI405029 G171-14 V552 +,,,1-3812,Siljan (N),1-38,Vestfold og Telemark (N)
M407586,D443373,Varg,Jakt - Kula,,2015.02.06,Nej,14:15,Vuxen,Nej,Nej,Hane,4,4,NINA,"38,5","0,00",,Nej,Ja,2015.02.06,Laboratorium,Dokumenterad,578098100347099,Kivdalen,6859262,285707,6864302,1243239,WGS84-UTM Zon 32,Mindre bra,UI403138 G8-12 V428 +,,,1-3424,Rendalen (N),1-34,Innlandet (N)
M407588,D443375,Varg,Jakt - Kula,,2015.02.08,Nej,15:10,Vuxen,Nej,Nej,Hane,1,1,NINA,"38,8","0,00",,Ja,Ja,2015.02.08,Laboratorium,Dokumenterad,578098100344810,Middagskletten,6813179,290130,6818139,1247094,WGS84-UTM Zon 32,Mindre bra,UI404149 G81-14 V561 +,,,1-3423,Stor-Elvdal (N),1-34,Innlandet (N)
M407635,D443725,Varg,Skyddsjakt,,2015.02.15,Nej,12:14,Vuxen,Ja,Nej,Hona,6,6,SVA,"35,00","0,00",,Nej,Nej,2015.02.15,Laboratorium,Dokumenterad,Skinn 0007B58132,Skaftåsen,6847086,471146,6849818,1428616,RT90,Mindre bra,UI040351 M-09-09 V295 +,V2015-0383,,2-2361,Härjedalen (S),2-23,Jämtlands län (S)
M407636,D443727,Varg,Skyddsjakt,,2015.02.15,Nej,12:35,Unge,Ja,Nej,Hane,0,0,SVA,"33,50","0,00",,Nej,Nej,2015.02.15,Laboratorium,Dokumenterad,Skinn 0007B57953,Gråberget,6837665,461035,6840519,1418384,RT90,Mindre bra,UI404323 G104-14 +,V2015-0382,,2-2361,Härjedalen (S),2-23,Jämtlands län (S)
M407637,D443728,Varg,Skyddsjakt,,2015.02.15,Nej,11:27,Unge,Ja,Nej,Hane,0,0,SVA,"29,50","0,00",,Nej,Nej,2015.02.15,Laboratorium,Dokumenterad,,Olåsen,6849363,471784,6852088,1429282,RT90,Mindre bra,UI404098 G62-14 +,V2015-0384,,2-2361,Härjedalen (S),2-23,Jämtlands län (S)
M407644,D443786,Varg,Skyddsjakt,,2015.02.24,Nej,13:20,Unge,Ja,Nej,Hona,0,0,SVA,"33,00","0,00",,Nej,Nej,2015.02.24,Laboratorium,Dokumenterad,,Lillhärdal,6846248,464837,6849058,1422294,RT90,Exakt,UI404326 G107-14 +,V2015-0799,,2-2361,Härjedalen (S),2-23,Jämtlands län (S)
M407690,D444941,Varg,Jakt - Kula,,2015.03.31,Nej,21:00,Vuxen,Nej,Nej,Hona,1,1,NINA,"32,4","0,00",,Ja,Ja,2015.03.31,Laboratorium,Dokumenterad,578098100345828,Stai,6824410,290128,6829376,1247230,WGS84-UTM Zon 32,Mindre bra,UI404829 G161-14 V536 +,,,1-3423,Stor-Elvdal (N),1-34,Innlandet (N)
M407789,D446075,Varg,Skyddsjakt,,2015.05.06,Nej,20:00,Vuxen,Ja,Nej,Hane,1,1,SVA,"39,00","0,00",,Nej,Nej,2015.05.06,Laboratorium,Dokumenterad,,,7002327,358928,7006528,1318287,WGS84-UTM Zon 33,Mindre bra,UI405234 G109-15 +,V2015-0974,,2-2321,Åre (S),2-23,Jämtlands län (S)
M407820,D446451,Varg,Skyddsjakt,,2015.05.17,Nej,13:10,Vuxen,Nej,Nej,Hane,1,1,NINA,"36,2","0,00",,Nej,Ja,2015.05.17,Laboratorium,Dokumenterad,578098100341137,Venabygdsfjellet,6844907,241469,6850488,1198797,WGS84-UTM Zon 32,Mindre bra,UI405192 G102-15 V564 +,,,1-3439,Ringebu (N),1-34,Innlandet (N)
M407838,D446702,Varg,Skyddsjakt,,2015.05.24,Nej,14:27,Vuxen,Ja,Nej,Hona,1,1,SVA,"27,00","0,00",,Nej,Ja,2015.05.24,Laboratorium,Dokumenterad,,"Sjöbråtarna, Frykerud",6602855,397072,6606393,1351513,RT90,Mycket bra,UI405236 G111-15 +,V2015-1122,,2-1715,Kil (S),2-17,Värmlands län (S)
M407842,D446872,Varg,Skyddsjakt,,2015.05.28,Nej,04:30,Vuxen,Nej,Nej,Hane,1,1,NINA,32,"0,00",,Ja,Ja,2015.05.28,Laboratorium,Dokumenterad,578098100338279,Skjelset,6734496,301745,6739267,1257744,WGS84-UTM Zon 32,Mindre bra,UI405197 G118-15 V565 +,,,1-3413,Stange (N),1-34,Innlandet (N)
M407846,D447121,Varg,Skyddsjakt,,2015.06.05,Nej,21:59,Vuxen,Nej,Nej,Hona,1,1,NINA,"29,5","0,00",,Nej,Ja,2015.06.05,Laboratorium,Dokumenterad,578098100342568,Roterud,6779423,256721,6784775,1213248,WGS84-UTM Zon 32,Mindre bra,UI404830 G162-14 V537 +,,,1-3405,Lillehammer (N),1-34,Innlandet (N)
M407866,D447202,Varg,Skyddsjakt,,2015.06.20,Nej,23:20,Vuxen,Nej,Nej,Hane,1,1,NINA,39,"39,00",,Ja,Ja,2015.06.20,Laboratorium,Dokumenterad,578098100345407,,6536697,72115,6544130,1025540,WGS84-UTM Zon 32,Mindre bra,UI405143 G167-13 V563 +,,,1-4224,Åseral (N),1-42,Agder (N)
M407924,D447464,Varg,Skyddsjakt,,2015.07.20,Nej,16:00,Vuxen,Nej,Nej,Hona,1,1,NINA,"30,7","0,00",,Nej,Ja,2015.07.20,Laboratorium,Dokumenterad,578098100341068,Simmelhøa,6862751,232466,6868456,1190010,WGS84-UTM Zon 32,Mindre bra,UI404827 G159-14 V534 +,,,1-3436,Nord-Fron (N),1-34,Innlandet (N)
M408263,D450595,Varg,Jakt - Kula,,2015.10.20,Nej,13:00,Vuxen,Nej,Nej,Hane,Adult,,,"46,00","0,00",,Ja,Ja,2015.10.20,Laboratorium,Dokumenterad,578098100263996,Steinstølane,6750598,179632,6756882,1135752,WGS84-UTM Zon 32,Exakt,UI405068 G65-15 V593 +,,,1-3041,Gol (N),1-30,Viken (N)
M408264,D450596,Varg,Jakt - Kula,,2015.10.25,Nej,14:15,Vuxen,Nej,Nej,Hane,1,1,NINA,"43,00","0,00",,Ja,Ja,2015.10.25,Laboratorium,Dokumenterad,578098100265542,Midtgarden,6588254,97428,6595422,1051499,WGS84-UTM Zon 33,Mindre bra,UI404953 G27-15 V570 +,,,1-3823,Fyresdal (N),1-38,Vestfold og Telemark (N)
M491472,D452980,Varg,Jakt - Kula,,2015.11.17,Nej,14:15,Vuxen,Nej,Nej,Hona,1,1,NINA,33,"0,00",,Ja,Ja,2015.11.17,Laboratorium,Dokumenterad,578098100341124,Sæterbekken,6847397,288014,6852402,1245400,WGS84-UTM Zon 32,Mindre bra,UI405619 G163-15 V589 +,,,1-3423,Stor-Elvdal (N),1-34,Innlandet (N)
M491475,D453141,Varg,Jakt - Kula,,2015.11.18,Nej,15:50,Vuxen,Nej,Nej,Hona,1,1,NINA,"33,6","0,00",,Ja,Ja,2015.11.18,Laboratorium,Dokumenterad,578098100339787,Rødfjellia,6863387,294718,6868318,1252307,WGS84-UTM Zon 32,Mindre bra,UI405371 G153-15 V573 +,,,1-3424,Rendalen (N),1-34,Innlandet (N)
M491861,D455661,Varg,Licensjakt,,2016.01.02,Nej,12:30,Unge,Ja,Ja,Hane,0,0,SVA,"34,00","0,00",,Ja,Ja,2016.01.02,Laboratorium,Dokumenterad,00072BE431,Lövsjörevoret,6670329,490022,6672763,1445323,RT90,Exakt,UI405599 G142-15 +,V2016-0011,,2-2085,Ludvika (S),2-20,Dalarnas län (S)
M491862,D455696,Varg,Licensjakt,,2016.01.03,Nej,10:50,Vuxen,Ja,Ja,Hona,4,4,SVA,"39,50","0,00",,Ja,Nej,2016.01.03,Laboratorium,Dokumenterad,00072EAAA4,Brunklacken,6674201,488219,6676658,1443567,RT90,Mycket bra,UI040432 G57-13 +,V2016-0002,,2-2085,Ludvika (S),2-20,Dalarnas län (S)
M491863,D455698,Varg,Licensjakt,,2016.01.03,Nej,10:50,Vuxen,Ja,Nej,Hane,5,5,SVA,"42,50","0,00",,Ja,Nej,2016.01.03,Laboratorium,Dokumenterad,00072EB35F,Brunklacken,6674203,488222,6676660,1443570,RT90,Mycket bra,UI401416 G1-11 V332 +,V2016-0004,,2-2085,Ludvika (S),2-20,Dalarnas län (S)
M491864,D455699,Varg,Licensjakt,,2016.01.03,Nej,,Vuxen,Ja,Nej,Hane,1,1,SVA,"39,80","0,00",,Ja,Nej,2016.01.03,Laboratorium,Dokumenterad,00072EF53A,Brunklacken,6674354,488957,6676802,1444307,RT90,Mycket bra,UI405602 G144-15 +,V2016-0003,,2-2085,Ludvika (S),2-20,Dalarnas län (S)
M491880,D455962,Varg,Licensjakt,,2016.01.05,Nej,10:00,Vuxen,Ja,Nej,Hane,1,1,SVA,"43,70","0,00",,Ja,Ja,2016.01.05,Laboratorium,Dokumenterad,00072EF344,,6741751,576034,6743154,1532238,RT90,Mindre bra,UI405644 G18-16 +,V2016-0040,2016XGV001,2-2101,Ockelbo (S),2-21,Gävleborgs län (S)
M491882,D455968,Varg,Licensjakt,,2016.01.06,Nej,10:02,Unge,Ja,Nej,Hane,0,0,SVA,"0,00","0,00",,Nej,Nej,2016.01.06,Laboratorium,Dokumenterad,00072EE460,Bäckberget,6676293,486911,6678767,1442284,RT90,Mycket bra,UI405598 G141-15 +,V2016-0012,,2-2085,Ludvika (S),2-20,Dalarnas län (S)
M491883,D455969,Varg,Licensjakt,,2016.01.06,Nej,09:40,Unge,Ja,Nej,Hane,0,0,SVA,"29,00","0,00",,Ja,Ja,2016.01.06,Laboratorium,Dokumenterad,00072ED00D,Bäckberget,6676359,487379,6678827,1442753,RT90,Mycket bra,UI405601 G143-15 +,V2016-0010,,2-2085,Ludvika (S),2-20,Dalarnas län (S)
M491887,D456001,Varg,Licensjakt,,2016.01.07,Nej,13:00,Unge,Ja,Nej,Hane,0,0,SVA,"31,40","0,00",,Ja,Ja,2016.01.07,Laboratorium,Dokumenterad,00072EB2BB,Bäckberget,6676452,487476,6678919,1442851,RT90,Mycket bra,UI405642 G16-16 +,V2016-0013,,2-2085,Ludvika (S),2-20,Dalarnas län (S)
M491891,D456086,Varg,Licensjakt,,2016.01.08,Nej,12:30,Unge,Ja,Nej,Hane,0,0,SVA,"35,00","0,00",,Nej,Ja,2016.01.08,Laboratorium,Dokumenterad,00072ED458,"Kvisjön, Åmot",6758783,575132,6760202,1531545,SWEREF99 TM,Mycket bra,UI405645 G19-16 +,V2016-0041,2016XGV002,2-2101,Ockelbo (S),2-21,Gävleborgs län (S)
M491893,D456123,Varg,Licensjakt,,2016.01.08,Nej,12:15,Unge,Ja,Nej,Hona,0,0,SVA,"28,40","0,00",,Nej,Ja,2016.01.08,Laboratorium,Dokumenterad,00072EBF7C,Snåltjärn,6757125,577020,6758520,1533413,SWEREF99 TM,Mycket bra,UI405646 G20-16 +,V2016-0042,2016XGV003,2-2101,Ockelbo (S),2-21,Gävleborgs län (S)
M491894,D456149,Varg,Licensjakt,,2016.01.08,Nej,12:30,Unge,Ja,Nej,Hona,0,0,SVA,"31,70","0,00",,Nej,Ja,2016.01.08,Laboratorium,Dokumenterad,00072EF3F2,,6758823,575432,6760238,1531846,SWEREF99 TM,Mycket bra,UI405643 G17-16 +,V2016-0039,2016XIW001,2-2101,Ockelbo (S),2-21,Gävleborgs län (S)
M491895,D456153,Varg,Licensjakt,,2016.01.09,Nej,13:50,Vuxen,Ja,Nej,Hona,3,3,SVA,"36,00","0,00",,Nej,Ja,2016.01.09,Laboratorium,Dokumenterad,00072EE2E8,Rönnlunds Ockelbo,6745089,594569,6746265,1550819,RT90,Mycket bra,UI404053 G43-14 +,V2016-0043,2016XIW002,2-2101,Ockelbo (S),2-21,Gävleborgs län (S)
M491898,D456178,Varg,Licensjakt,,2016.01.09,Nej,14:15,Vuxen,Ja,Nej,Hane,3,3,SVA,"53,00","0,00",,Nej,Ja,2016.01.09,Laboratorium,Dokumenterad,00072EBABF,Tretjärn,6742970,593738,6744156,1549961,RT90,Mycket bra,UI403218 G141-12 V437 +,V2016-0038,2016XIW003,2-2101,Ockelbo (S),2-21,Gävleborgs län (S)
M491899,D456230,Varg,Jakt - Kula,,2016.01.11,Nej,12:10,Vuxen,Nej,Nej,Hane,1,1,NINA,"0,00","49,00",,Nej,Ja,2016.01.11,Laboratorium,Dokumenterad,578098100338932,,6505648,16734,6513723,969735,WGS84-UTM Zon 33,Mindre bra,UI405686 G166-15 V601 +,,,1-4207,Flekkefjord (N),1-42,Agder (N)
M491924,D456525,Varg,Skyddsjakt,,2016.01.18,Nej,13:39,Vuxen,Ja,Nej,Hona,1,1,SVA,"31,30","0,00",,Nej,Nej,2016.01.18,Laboratorium,Dokumenterad,,,7003406,590383,7004700,1549842,RT90,Mycket bra,UI405374 G128-15 +,V2016-0146,,2-2283,Sollefteå (S),2-22,Västernorrlands län (S)
M491925,D456526,Varg,Skyddsjakt,,2016.01.18,Nej,13:40,Vuxen,Ja,Nej,Hane,3,3,SVA,"47,00","0,00",,Nej,Nej,2016.01.18,Laboratorium,Dokumenterad,,,7003324,590144,7004621,1549602,RT90,Mycket bra,UI040826 G50-13 V479 +,V2016-0147,,2-2283,Sollefteå (S),2-22,Västernorrlands län (S)
M491949,D456848,Varg,Skyddsjakt,,2016.01.26,Nej,,Vuxen,Ja,Nej,Hane,1,1,SVA,"35,90","0,00",,Nej,Nej,2016.01.26,Laboratorium,Dokumenterad,,Skräppåsen,6841435,441275,6844536,1398663,SWEREF99 TM,Exakt,UI404001 G7-14 +,V2016-0320,,2-2361,Härjedalen (S),2-23,Jämtlands län (S)
M491950,D456849,Varg,Skyddsjakt,,2016.01.26,Nej,11:52,Vuxen,Ja,Nej,Hona,3,3,SVA,"0,00","0,00",,Nej,Nej,2016.01.26,Laboratorium,Dokumenterad,00071C2FE4,Skräppåsen,6841392,441683,6844488,1399071,SWEREF99 TM,Exakt,UI404668 G117-14 +,V2016-0316,,2-2361,Härjedalen (S),2-23,Jämtlands län (S)
M491975,D457057,Varg,Jakt - Kula,,2016.01.30,Nej,13:00,Vuxen,Nej,Nej,Hane,1,1,NINA,43,"0,00",,Ja,Ja,2016.01.30,Laboratorium,Dokumenterad,578098100343677,Harås ,6598741,109142,6605775,1063350,WGS84-UTM Zon 32,Mindre bra,UI405616 G162-15 V587 +,,,1-3824,Tokke (N),1-38,Vestfold og Telemark (N)
M491971,D457040,Varg,Skyddsjakt,,2016.02.02,Nej,14:30,Vuxen,Ja,Nej,Hane,3,3,SVA,"40,00","0,00",,Nej,Ja,2016.02.02,Laboratorium,Dokumenterad,,Brinktjärn,6917340,495119,6919800,1453472,WGS84-UTM Zon 33,Mindre bra,UI403968 G179-13 +,V2016-0319,,2-2260,Ånge (S),2-22,Västernorrlands län (S)
M492004,D457228,Varg,Licensjakt,,2016.02.06,Nej,14:13,Unge,Ja,Nej,Hane,0,0,SVA,"36,30","0,00",,Nej,Ja,2016.02.06,Laboratorium,Dokumenterad,00072ED73F,Lissögat (fallplats för vargen),6766239,571010,6767711,1527514,SWEREF99 TM,Mycket bra,UI405650 G24-16 +,V2016-0390,2016XGV005,2-2101,Ockelbo (S),2-21,Gävleborgs län (S)
M492002,D457224,Varg,Skyddsjakt,,2016.02.06,Nej,15:15,Vuxen,Ja,Nej,Hane,1,1,SVA,"38,00","0,00",,Nej,Ja,2016.02.06,Laboratorium,Dokumenterad,,Granåsen,6838448,418500,6841830,1375841,RT90,Exakt,UI405069 G66-15 +,V2016-0317,,2-2039,Älvdalen (S),2-20,Dalarnas län (S)
M492016,D457319,Varg,Skyddsjakt,,2016.02.10,Nej,15:31,Vuxen,Ja,Nej,Hane,1,1,SVA,"44,00","0,00",,Nej,Nej,2016.02.10,Laboratorium,Dokumenterad,,,6958502,457476,6961448,1416329,RT90,Exakt,UI404664 G150-14 V525 +,V2016-0318,,2-2326,Berg (S),2-23,Jämtlands län (S)
M492046,D457701,Varg,Skyddsjakt,,2016.02.21,Nej,13:28,Vuxen,Ja,Nej,Hane,4,4,SVA,"0,00","0,00",,Nej,Nej,2016.02.21,Laboratorium,Dokumenterad,,,6997643,588337,6998961,1547723,RT90,Exakt,UI040163 G41-13 +,V2016-0388,,2-2283,Sollefteå (S),2-22,Västernorrlands län (S)
M492060,D457780,Varg,Skyddsjakt,,2016.02.23,Nej,14:05,Vuxen,Ja,Nej,Hane,2,2,SVA,"33,10","0,00",,Nej,Nej,2016.02.23,Laboratorium,Dokumenterad,,,7009628,519072,7011820,1478588,RT90,Mindre bra,UI405191 G107-15 +,V2016-0458,,2-2303,Ragunda (S),2-23,Jämtlands län (S)
M492139,D458728,Varg,Skyddsjakt,,2016.03.15,Nej,,Vuxen,Ja,Nej,Hane,1,1,SVA,"39,50","0,00",,Ja,Nej,2016.03.15,Laboratorium,Dokumenterad,,Gesunden,7002599,547742,7004428,1507179,SWEREF99 TM,Exakt,UI405073 G70-15 +,V2016-0521,,2-2303,Ragunda (S),2-23,Jämtlands län (S)
M492187,D459993,Varg,Skyddsjakt,,2016.04.19,Nej,,Unge,Ja,Nej,Hane,0,0,SVA,"38,50","0,00",,Nej,Ja,2016.04.19,Laboratorium,Dokumenterad,,Håcker-slitingarna,7001158,428182,7004489,1387558,RT90,Exakt,UI405731 G169-15 V606 +,V2016-1050,,2-2321,Åre (S),2-23,Jämtlands län (S)
M492326,D460876,Varg,Skyddsjakt,,2016.05.22,Nej,10:45,Vuxen,Nej,Nej,Hona,1,1,NINA,"31,00","0,00",,Ja,Ja,2016.05.22,Laboratorium,Dokumenterad,578098100338740,Prestmarka,6729952,305090,6734679,1261036,WGS84-UTM Zon 32,Mindre bra,UI405936 G120-16 V632 +,,,1-3413,Stange (N),1-34,Innlandet (N)
M492333,D460994,Varg,Skyddsjakt,,2016.05.25,Nej,01:05,Vuxen,Nej,Nej,Hona,1,1,NINA,"36,00","0,00",,Ja,Ja,2016.05.25,Laboratorium,Dokumenterad,578098100346024,Joramo,6898317,192096,6904547,1150057,WGS84-UTM Zon 32,Mindre bra,UI405933 G25-16 V629 +,,,1-3432,Lesja (N),1-34,Innlandet (N)
M492388,D461455,Varg,Skyddsjakt,,2016.06.19,Nej,19:45,Vuxen,Nej,Nej,Hona,1,1,NINA,"34,80","0,00",,Nej,Ja,2016.06.19,Laboratorium,Dokumenterad,578098100347034,Gravdalen ved Bosen,6845927,223541,6851731,1180870,WGS84-UTM Zon 32,Mindre bra,UI405934 G118-16 V630 +,,,1-3436,Nord-Fron (N),1-34,Innlandet (N)
M492397,D461663,Varg,Skyddsjakt,,2016.07.28,Nej,07:15,Vuxen,Nej,Nej,Hane,1,1,NINA,"45,50","0,00",,Ja,Nej,2016.07.28,Laboratorium,Dokumenterad,578098100339811,Gråhøgda,6893980,309816,6898740,1267795,WGS84-UTM Zon 32,Mindre bra,UI405608 G158-15 V583 +,,,1-3424,Rendalen (N),1-34,Innlandet (N)
M492716,D463733,Varg,Jakt - Kula,,2016.10.06,Nej,10:00,Vuxen,Nej,Nej,Hona,2,2,NINA,"38,50","0,00",,Ja,Nej,2016.10.06,Laboratorium,Dokumenterad,578098100338501,Oland,6520155,122408,6526966,1075674,WGS84-UTM Zon 32,Mindre bra,UI406137 G163-16 V648 +,,,1-4214,Froland (N),1-42,Agder (N)
M492812,D464741,Varg,Jakt - Kula,,2016.11.03,Nej,15:45,Vuxen,Nej,Nej,Hane,2,2,NINA,"38,30","0,00",,Ja,Ja,2016.11.03,Laboratorium,Dokumenterad,578098100347223,Langmoveien,6837605,291380,6842563,1248647,WGS84-UTM Zon 32,Mindre bra,UI404976 G28-15 V543 +,,,1-3423,Stor-Elvdal (N),1-34,Innlandet (N)
M492813,D464862,Varg,Skyddsjakt,,2016.11.03,Nej,11:04,Vuxen,Ja,Nej,Hane,1,1,SVA,"0,00","0,00",,Nej,Nej,2016.11.03,Laboratorium,Dokumenterad,,Stuguberget,6977704,435291,6980936,1394376,RT90,Mycket bra,UI406227 G50-17 +,V2017-0167,,2-2326,Berg (S),2-23,Jämtlands län (S)
M492844,D465240,Varg,Skyddsjakt,,2016.11.19,Nej,13:36,Vuxen,Ja,Nej,Hane,1,1,SVA,"45,00","0,00",,Nej,Nej,2016.11.19,Laboratorium,Dokumenterad,,,6883483,383352,6887322,1341237,RT90,Exakt,UI405803 G30-16 +,V2016-2207,,2-2039,Älvdalen (S),2-20,Dalarnas län (S)
M492845,D465241,Varg,Skyddsjakt,,2016.11.19,Nej,13:58,Vuxen,Ja,Nej,Hona,1,1,SVA,"39,00","0,00",,Nej,Nej,2016.11.19,Laboratorium,Dokumenterad,,,6880213,384640,6884034,1342485,RT90,Exakt,UI405682 G68-16 V597 +,V2016-2206,,2-2039,Älvdalen (S),2-20,Dalarnas län (S)
M492959,D465673,Varg,Skyddsjakt,,2016.12.02,Nej,12:45,Vuxen,Nej,Nej,Hane,1,1,NINA,"42,70","0,00",,Nej,Ja,2016.12.02,Laboratorium,Dokumenterad,578098100346164,Spekedalen,6897350,302130,6902207,1260146,WGS84-UTM Zon 32,Mindre bra,UI405737 G74-16 V609 +,,,1-3424,Rendalen (N),1-34,Innlandet (N)
M492960,D465674,Varg,Skyddsjakt,,2016.12.02,Nej,12:47,Vuxen,Nej,Nej,Hona,1,1,NINA,"38,00","0,00",,Nej,Ja,2016.12.02,Laboratorium,Dokumenterad,578098100345241,Spekedalen,6897265,303659,6902103,1261675,WGS84-UTM Zon 33,Mindre bra,UI405685 G71-16 V600 +,,,1-3424,Rendalen (N),1-34,Innlandet (N)
M493085,D466369,Varg,Skyddsjakt,,2016.12.26,Nej,10:15,Vuxen,Ja,Nej,Hona,1,1,SVA,"0,00","0,00",,Nej,Nej,2016.12.26,Laboratorium,Dokumenterad,,Stor Korbesjön,7125707,702738,7125608,1663764,RT90,Exakt,UI405606 G156-15 V581 +,V2017-0084,,2-2404,Vindeln (S),2-24,Västerbottens län (S)
M493086,D466371,Varg,Skyddsjakt,,2016.12.27,Nej,11:15,Vuxen,Ja,Nej,Okänt,1,1,SVA,"0,00","0,00",,Nej,Nej,2016.12.27,Laboratorium,Dokumenterad,,Lammartjärnen,7145496,774634,7144486,1735919,RT90,Exakt,UI406069 G139-16 +,V2017-0085,,2-2409,Robertsfors (S),2-24,Västerbottens län (S)
