RovbaseID,DNAID,Art,Dødsårsak,"Dødsårsak, annet",Dødsdato,Usikker dødsdato,Dødstidspunkt,Alder på dødt individ,Aldersklasse verifisert SVA,Yngling,Kjønn,"Alder, vurdert","Alder, verifisert","Alder, verifisert av",Helvekt,Slaktevekt,CITES-nummer,Kontroll av fellingsted,Vevsprøve tatt,Observasjons/Jaktdato,Kontrollstatus,Vurdering,Microchip,Funnsted,Nord (UTM33/SWEREF99 TM),Øst (UTM33/SWEREF99 TM),Nord (RT90),Øst (RT90),Koordinatsystem,Stedkvalitet,Individ,SVAID,Länsstyrelsens nr,Kommunenummer,Kommune,Fylkenummer,Fylke
M525172,D534233,Varg,Jakt - Kula,,2020.12.02,Nej,11:35,Vuxen,Nej,Nej,Hane,"1,5",1,NINA,"41,50","0,00",,Ja,Ja,2020.12.02,Laboratorium,Dokumenterad,Kropp 578098100676168,Åkre,6849043,297615,6853930,1255027,WGS84-UTM Zon 32,Mindre bra,UI413874 G160-19 V942 +,,,1-3424,Rendalen (N),1-34,Innlandet (N)
M525174,D535185,Varg,Skyddsjakt,,2020.12.04,Nej,16:30,Vuxen,Nej,Nej,Hane,2,,,"37,70","0,00",,Ja,Ja,2020.12.04,Laboratorium,Dokumenterad,Skinn 00078ED67F,Skaffartjärn,6689513,517890,6691613,1473436,SWEREF99 TM,Exakt,UI413905 G176-19 +,V2020-3742,,2-2081,Borlänge (S),2-20,Dalarnas län (S)
M525182,D534377,Varg,Jakt - Kula,,2020.12.05,Nej,14:45,Vuxen,Nej,Nej,Hane,vokse,1,NINA,"38,90","0,00",,Ja,Ja,2020.12.05,Laboratorium,Dokumenterad,Kropp 578098100346570,Kastflolia,6845826,324272,6850380,1281659,WGS84-UTM Zon 32,Mindre bra,UI413950 G207-19 V902 +,,,1-3425,Engerdal (N),1-34,Innlandet (N)
M525178,D534372,Varg,Skyddsjakt,,2020.12.05,Nej,13:08,Vuxen,Ja,Nej,Hane,,2,SVA,"34,20","0,00",,Nej,Ja,2020.12.05,Laboratorium,Dokumenterad,,Gunnarsbodarna,6940304,478503,6942980,1437136,RT90,Mindre bra,UI414002 G232-19 +,V2021-0149,,2-2326,Berg (S),2-23,Jämtlands län (S)
M525183,D534396,Varg,Jakt - Kula,,2020.12.06,Nej,13:15,Vuxen,Nej,Nej,Hane,"1,5 +",,,"32,60","0,00",,Nej,Nej,2020.12.06,Laboratorium,Dokumenterad,Kropp 578098100672578,Kornandertjønna,6871602,347532,6875881,1305251,WGS84-UTM Zon 33,Mindre bra,UI413936 G203-19 V925 +,,,1-3425,Engerdal (N),1-34,Innlandet (N)
M525184,D534441,Varg,Skyddsjakt,,2020.12.07,Nej,13:07,Vuxen,Ja,Nej,Hona,,1,SVA,"37,20","0,00",,Nej,Ja,2020.12.07,Laboratorium,Dokumenterad,,Österknippen,6911597,486003,6914169,1444281,RT90,Mindre bra,UI413957 G212-19 +,V2021-0148,,2-2361,Härjedalen (S),2-23,Jämtlands län (S)
M525282,D534934,Varg,Skyddsjakt,,2020.12.21,Nej,,Vuxen,Ja,Nej,Hane,1,1,SVA,"40,00","0,00",,Nej,Nej,2020.12.21,Laboratorium,Dokumenterad,Skinn 0007B34D94,Lahdenpää,7445385,850238,7443421,1815380,RT90,Mycket bra,UI413877 G157-19 +,V2021-0762,,2-2521,Pajala (S),2-25,Norrbottens län (S)
M525283,D534944,Varg,Skyddsjakt,,2020.12.21,Nej,13:30,Vuxen,Ja,Nej,Hona,Vuxen,1,SVA,"29,30","0,00",,Ja,Nej,2020.12.21,Laboratorium,Dokumenterad,,Fonnfjället,6875522,405732,6879079,1363528,RT90,Exakt,UI413754 G117-19 +,V2020-3836,,2-2039,Älvdalen (S),2-20,Dalarnas län (S)
M525290,D534991,Varg,Skyddsjakt,,2020.12.23,Nej,11:26,Vuxen,Ja,Nej,Hane,,1,SVA,"52,00","0,00",,Ja,Ja,2020.12.23,Laboratorium,Dokumenterad,,Gullträsk,7358019,772814,7357052,1736820,RT90,Exakt,UI414767 G85-20 +,V2021-0763,,2-2582,Boden (S),2-25,Norrbottens län (S)
M525289,D534990,Varg,Skyddsjakt,,2020.12.24,Nej,13:54,Vuxen,Ja,Nej,Hona,,1,SVA,"33,70","0,00",,Ja,Ja,2020.12.24,Laboratorium,Dokumenterad,,Håkansvallen,6910058,457065,6912990,1415313,RT90,Mindre bra,UI415276 G110-20 +,V2021-0150,,2-2361,Härjedalen (S),2-23,Jämtlands län (S)
M525293,D535069,Varg,Skyddsjakt,,2020.12.31,Nej,13:00,Vuxen,Ja,Nej,Hona,,1,SVA,"27,40","0,00",,Nej,Ja,2020.12.31,Laboratorium,Dokumenterad,,Björkboda Marnäs,6743544,536401,6745435,1492615,RT90,Mycket bra,UI414067 G5-20 +,V2021-0003,,2-2080,Falun (S),2-20,Dalarnas län (S)
M525298,D535076,Varg,Jakt - Kula,,2021.01.01,Nej,,Unge,Nej,Nej,Hona,8 mnd,,,"23,00","0,00",,Nej,Ja,2021.01.01,Laboratorium,Dokumenterad,Kropp 578098100656560,Sjøliseterberget,6739441,339907,6743745,1295988,WGS84-UTM Zon 33,Mindre bra,UI415297 G48-21 V946 +,,,1-3418,Åsnes (N),1-34,Innlandet (N)
M525299,D535077,Varg,Jakt - Kula,,2021.01.01,Nej,15:45,Vuxen,Nej,Nej,Hona,Ad,7,NINA,"40,40","0,00",,Ja,Ja,2021.01.01,Laboratorium,Dokumenterad,Kropp 578098100676596,Glorviksætrene,6738587,337450,6742921,1293519,WGS84-UTM Zon 33,Mindre bra,UI405196 G204-13 V569 +,,,1-3418,Åsnes (N),1-34,Innlandet (N)
M525300,D535078,Varg,Jakt - Kula,,2021.01.01,Nej,14:20,Vuxen,Nej,Nej,Hane,Ad,7,NINA,"46,70","0,00",,Ja,Ja,2021.01.01,Laboratorium,Dokumenterad,Kropp 578098100676590,Svartåstjernet,6737470,338892,6741786,1294948,WGS84-UTM Zon 33,Mindre bra,UI404938 G18-15 V555 +,,,1-3418,Åsnes (N),1-34,Innlandet (N)
M525303,D535090,Varg,Jakt - Kula,,2021.01.01,Nej,12:00,Vuxen,Nej,Nej,Hona,,3,NINA,"31,20","0,00",,Ja,Ja,2021.01.01,Laboratorium,Dokumenterad,Kropp 578098100341357,,6643563,295490,6648358,1250373,WGS84-UTM Zon 32,Mindre bra,UI414484 G21-21 V910 +,,,1-3026,Aurskog-Høland (N),1-30,Viken (N)
M525308,D535096,Varg,Jakt - Kula,,2021.01.01,Nej,13:40,Unge,Nej,Nej,Hona,0,,,"31,00","0,00",,Ja,Ja,2021.01.01,Laboratorium,Dokumenterad,Kropp 578098100342570,Slordammen,6644288,294596,6649095,1249486,WGS84-UTM Zon 32,Mindre bra,UI415300 G51-21 V949 +,,,1-3026,Aurskog-Høland (N),1-30,Viken (N)
M525306,D535094,Varg,Jakt - Kula,,2021.01.02,Nej,13:23,Unge,Nej,Nej,Hane,0,,,"31,70","0,00",,Ja,Ja,2021.01.02,Laboratorium,Dokumenterad,Kropp 578098100652393,Haraldsåsen / Vestberget,6738261,341355,6742547,1297422,WGS84-UTM Zon 33,Mindre bra,UI414727 G28-21 V918 +,,,1-3418,Åsnes (N),1-34,Innlandet (N)
M525307,D535095,Varg,Jakt - Kula,,2021.01.02,Nej,13:30,Unge,Nej,Nej,Hona,0,,,"28,00","0,00",,Ja,Ja,2021.01.02,Laboratorium,Dokumenterad,Kropp 578098100653050,Haraldsåsen ,6738297,341136,6742586,1297204,WGS84-UTM Zon 33,Mindre bra,UI414481 G18-21 V905 +,,,1-3418,Åsnes (N),1-34,Innlandet (N)
M525309,D535097,Varg,Jakt - Kula,,2021.01.02,Nej,13:40,Unge,Nej,Nej,Hane,0,,,"31,60","0,00",,Ja,Ja,2021.01.02,Laboratorium,Dokumenterad,Kropp 578098100652888,Haraldsåsen,6739040,340440,6743338,1296516,WGS84-UTM Zon 33,Mindre bra,UI415298 G49-21 V947 +,,,1-3418,Åsnes (N),1-34,Innlandet (N)
M525310,D535098,Varg,Jakt - Kula,,2021.01.02,Nej,13:20,Vuxen,Nej,Nej,Hane,,5,NINA,"44,00","0,00",,Ja,Ja,2021.01.02,Laboratorium,Dokumenterad,Kropp 578098100656179,Tunnsjøbotn,6642860,297318,6647632,1252192,WGS84-UTM Zon 32,Mindre bra,UI405700 G35-16 V679 +,,,1-3026,Aurskog-Høland (N),1-30,Viken (N)
M525301,D535085,Varg,Licensjakt,,2021.01.02,Nej,10:50,Vuxen,Ja,Nej,Hane,,3,SVA,"40,00","0,00",,Nej,Ja,2021.01.02,Laboratorium,Dokumenterad,00072EFA56,Flakmossen,6596846,543088,6598609,1497513,SWEREF99 TM,Mindre bra,UI412783 G45-19 +,V2021-0090,,2-1984,Arboga (S),2-19,Västmanlands län (S)
M525302,D535086,Varg,Licensjakt,,2021.01.02,Nej,12:25,Vuxen,Ja,Nej,Hane,,1,SVA,"38,00","0,00",00072EB19D,Nej,Ja,2021.01.02,Laboratorium,Dokumenterad,,Vidaln,6599677,531154,6601586,1485609,SWEREF99 TM,Mindre bra,UI413864 G142-19 +,V2021-0091,,2-1885,Lindesberg (S),2-18,Örebro län (S)
M525304,D535092,Varg,Licensjakt,,2021.01.02,Nej,11:26,Unge,Ja,Nej,Hona,1,0,SVA,"32,20","0,00",,Nej,Ja,2021.01.02,Laboratorium,Dokumenterad,Skinn 00072ECB8F,Murån,6756073,603796,6757138,1560183,SWEREF99 TM,Mycket bra,UI415228 G95-20 +,V2021-0163,2020XGV001,2-2180,Gävle (S),2-21,Gävleborgs län (S)
M525305,D535093,Varg,Licensjakt,,2021.01.02,Nej,11:00,Vuxen,Ja,Nej,Hane,6-7,5,SVA,"54,20","0,00",,Nej,Ja,2021.01.02,Laboratorium,Dokumenterad,Skinn 00072ED7FC,"Tolvörsberget, Tolvören",6756366,600795,6757468,1557185,SWEREF99 TM,Mycket bra,UI405170 G104-15 +,V2021-0182,2020XGV002,2-2101,Ockelbo (S),2-21,Gävleborgs län (S)
M525329,D535136,Varg,Jakt - Kula,,2021.01.03,Nej,11:30,Unge,Nej,Nej,Hona,0,,,"26,80","0,00",,Ja,Ja,2021.01.03,Laboratorium,Dokumenterad,Kropp 578098100652916,Eriksmyra,6736628,341714,6740909,1297762,WGS84-UTM Zon 33,Mindre bra,UI414482 G19-21 V906 +,,,1-3418,Åsnes (N),1-34,Innlandet (N)
M525319,D535110,Varg,Licensjakt,,2021.01.03,Nej,11:25,Vuxen,Ja,Nej,Hane,vuxen,4,SVA,"54,80","0,00",,Nej,Nej,2021.01.03,Laboratorium,Dokumenterad,Skinn 00072ef9c7,Söndagsberget,6819667,545187,6821473,1502343,SWEREF99 TM,Mycket bra,UI406165 G176-16 +,V2021-0189,,2-2121,Ovanåker (S),2-21,Gävleborgs län (S)
M525320,D535111,Varg,Licensjakt,,2021.01.03,Nej,11:40,Unge,Nej,Nej,Hane,,,,"37,50","0,00",,Nej,Nej,2021.01.03,Laboratorium,Dokumenterad,,Söndagsberget,6821694,545449,6823497,1502630,SWEREF99 TM,Exakt,UI414715 G72-20 +,V2021-0205,,2-2121,Ovanåker (S),2-21,Gävleborgs län (S)
M525321,D535112,Varg,Licensjakt,,2021.01.03,Nej,13:15,Unge,Ja,Nej,Hane,,0,SVA,"37,00","0,00",,Nej,Nej,2021.01.03,Laboratorium,Dokumenterad,Skinn 00072ee209,Söndagsberget,6822031,545187,6823838,1502372,SWEREF99 TM,Mycket bra,UI415229 G96-20 +,V2021-0206,,2-2121,Ovanåker (S),2-21,Gävleborgs län (S)
M525322,D535113,Varg,Licensjakt,,2021.01.03,Nej,11:58,Unge,Nej,Nej,Hane,,,,"41,50","0,00",,Nej,Ja,2021.01.03,Laboratorium,Dokumenterad,Skinn 00072ECADF,Söndagsberget,6819331,544877,6821141,1502028,SWEREF99 TM,Mycket bra,UI415231 G98-20 +,V2021-0187,,2-2121,Ovanåker (S),2-21,Gävleborgs län (S)
M525323,D535114,Varg,Licensjakt,,2021.01.03,Nej,11:20,Unge,Ja,Nej,Hona,,0,SVA,"29,70","0,00",,Nej,Ja,2021.01.03,Laboratorium,Dokumenterad,Skinn 00072EF6EF,Söndagsberget,6819225,545960,6821021,1503110,SWEREF99 TM,Mycket bra,UI415282 G111-20 +,V2021-0190,,2-2121,Ovanåker (S),2-21,Gävleborgs län (S)
M525324,D535119,Varg,Licensjakt,,2021.01.03,Nej,12:10,Vuxen,Ja,Nej,Hona,,1,SVA,"32,80","0,00",,Nej,Ja,2021.01.03,Laboratorium,Dokumenterad,Skinn 00072EC190,Grytberget,6823682,539650,6825558,1496854,SWEREF99 TM,Mycket bra,UI413949 G206-19 +,V2021-0188,,2-2121,Ovanåker (S),2-21,Gävleborgs län (S)
M525325,D535121,Varg,Licensjakt,,2021.01.03,Nej,11:15,Unge,Ja,Nej,Hane,,0,SVA,"36,30","0,00",,Nej,Ja,2021.01.03,Laboratorium,Dokumenterad,Skinn 00078F0B1B,Murån,6755431,603793,6756496,1560172,SWEREF99 TM,Mycket bra,UI415227 G94-20 +,V2021-0165,,2-2180,Gävle (S),2-21,Gävleborgs län (S)
M525333,D535154,Varg,Licensjakt,,2021.01.04,Nej,12:50,Vuxen,Ja,Nej,Hona,2-4,2,SVA,"24,40","0,00",,Nej,Ja,2021.01.04,Laboratorium,Dokumenterad,Skinn 00072EFB82,"Häbberg, Mobyhed",6760810,592855,6762011,1549298,SWEREF99 TM,Mycket bra,UI413952 G209-19 +,V2021-0184,2021XGV003,2-2101,Ockelbo (S),2-21,Gävleborgs län (S)
M525338,D535193,Varg,Licensjakt,,2021.01.05,Nej,13:45,Unge,Ja,Nej,Hane,1,0,SVA,"36,20","0,00",,Nej,Ja,2021.01.05,Laboratorium,Dokumenterad,Skinn 00072EF0BE,Lillberget,6827904,563555,6829485,1520818,SWEREF99 TM,Mycket bra,UI414734 G77-20 +,V2021-0204,,2-2183,Bollnäs (S),2-21,Gävleborgs län (S)
M525339,D535195,Varg,Licensjakt,,2021.01.05,Nej,10:57,Unge,Ja,Nej,Hane,1,0,SVA,"35,90","0,00",,Nej,Ja,2021.01.05,Laboratorium,Dokumenterad,Skinn 0007B55A22,Blacksås,6828643,550659,6830384,1507927,SWEREF99 TM,Mycket bra,UI415342 G72-21 +,V2021-0207,,2-2161,Ljusdal (S),2-21,Gävleborgs län (S)
M525342,D535261,Varg,Jakt - Kula,,2021.01.06,Nej,09:30,Unge,Nej,Nej,Hona,0,,,"20,90","0,00",,Ja,Ja,2021.01.06,Laboratorium,Dokumenterad,Kropp 578098100339054,Eriksmyra,6735687,341667,6739968,1297703,WGS84-UTM Zon 33,Mindre bra,UI414483 G20-21 V907 +,,,1-3418,Åsnes (N),1-34,Innlandet (N)
M525345,D535267,Varg,Jakt - Kula,,2021.01.06,Nej,09:30,Unge,Nej,Nej,Hane,0,,,"23,60","0,00",,Ja,Ja,2021.01.06,Laboratorium,Dokumenterad,Kropp 578098100346485,Olderbekken,6733035,341989,6737310,1297992,WGS84-UTM Zon 33,Mindre bra,UI414769 G31-21 V923 +,,,1-3418,Åsnes (N),1-34,Innlandet (N)
M525343,D535265,Varg,Licensjakt,,2021.01.06,Nej,10:30,Vuxen,Ja,Nej,Hona,,5,SVA,"36,10","0,00",,Nej,Ja,2021.01.06,Laboratorium,Dokumenterad,Skinn 00072BB8CD,Andersvalleb,6825114,555331,6826796,1512557,SWEREF99 TM,Mycket bra,UI406427 G87-17 +,V2021-0208,,2-2161,Ljusdal (S),2-21,Gävleborgs län (S)
M525344,D535266,Varg,Licensjakt,,2021.01.06,Nej,14:20,Unge,Nej,Nej,Hona,,,,"0,00","0,00",,Nej,Ja,2021.01.06,Laboratorium,Dokumenterad,,Prästvallen,6828329,556061,6830003,1513327,SWEREF99 TM,Mycket bra,UI415247 G91-20 +,V2021-0162,,2-2161,Ljusdal (S),2-21,Gävleborgs län (S)
M525353,D535310,Varg,Jakt - Kula,,2021.01.07,Nej,13:05,Unge,Nej,Nej,Hona,0,,,"27,50","0,00",,Ja,Ja,2021.01.07,Laboratorium,Dokumenterad,Kropp 578098100343698,Molberget,6741377,345224,6745617,1301332,WGS84-UTM Zon 33,Mindre bra,UI415299 G50-21 V948 +,,,1-3418,Åsnes (N),1-34,Innlandet (N)
M525357,D535385,Varg,Licensjakt,,2021.01.08,Nej,13:30,Unge,Nej,Nej,Hane,1,,,"26,90","0,00",,Nej,Ja,2021.01.08,Laboratorium,Dokumenterad,Skinn 00072ECF43,Ryssjön,6742968,609637,6743958,1565864,SWEREF99 TM,Mycket bra,UI415329 G61-21 +,V2021-0183,2021XGV004,2-2180,Gävle (S),2-21,Gävleborgs län (S)
M525362,D535424,Varg,Jakt - Kula,,2021.01.09,Nej,15:14,Unge,Nej,Nej,Hane,0,,,"31,20","0,00",,Ja,Ja,2021.01.09,Laboratorium,Dokumenterad,Kropp 578098100338827,Stormyra,6740612,341049,6744903,1297145,WGS84-UTM Zon 33,Mindre bra,UI414770 G32-21 V924 +,,,1-3418,Åsnes (N),1-34,Innlandet (N)
M525363,D535466,Varg,Licensjakt,,2021.01.10,Nej,14:00,Unge,Ja,Nej,Hona,,0,SVA,"30,00","0,00",,Ja,Ja,2021.01.10,Laboratorium,Dokumenterad,Skinn 00078EFC2D,bysjön,6576253,349516,6580354,1303610,RT90,Exakt,UI415246 G89-20 +,V2021-0103,,2-1765,Årjäng (S),2-17,Värmlands län (S)
M525388,D535687,Varg,Jakt - Kula,,2021.01.12,Nej,11:25,Unge,Nej,Nej,Hona,0,,,"20,60","0,00",,Ja,Ja,2021.01.12,Laboratorium,Dokumenterad,Kropp 578098100656243,,6635248,294279,6640053,1249059,WGS84-UTM Zon 32,Mindre bra,UI415301 G52-21 V950 +,,,1-3026,Aurskog-Høland (N),1-30,Viken (N)
M525365,D535544,Varg,Licensjakt,,2021.01.12,Nej,14:55,Vuxen,Ja,Nej,Hona,6-7 ,6,SVA,"0,00","37,60",,Nej,Ja,2021.01.12,Laboratorium,Dokumenterad,Skinn 00073B35F9,"Sockenhällarna, Hagsta",6752951,609373,6753947,1565723,SWEREF99 TM,Mycket bra,UI405787 G88-16 +,V2021-0185,2021XGV005,2-2180,Gävle (S),2-21,Gävleborgs län (S)
M525367,D535595,Varg,Licensjakt,,2021.01.13,Nej,14:50,Unge,Nej,Nej,Hane,,,,"37,00","0,00",,Ja,Ja,2021.01.13,Laboratorium,Dokumenterad,Skinn 0007B591E9,,6584311,371753,6588147,1325956,RT90,Mycket bra,UI415326 G60-21 +,V2021-0101,,2-1784,Arvika (S),2-17,Värmlands län (S)
M525368,D535597,Varg,Licensjakt,,2021.01.13,Nej,16:20,Vuxen,Ja,Nej,Hane,,2,SVA,"50,00","0,00",,Ja,Ja,2021.01.13,Laboratorium,Dokumenterad,Skinn 0007B54C8A,Stora Bör,6579258,363172,6583195,1317310,RT90,Mycket bra,UI412823 G52-19 +,V2021-0102,,2-1765,Årjäng (S),2-17,Värmlands län (S)
M525378,D535629,Varg,Licensjakt,,2021.01.14,Nej,11:30,Vuxen,Ja,Nej,Hane,,1,SVA,"48,00","0,00",,Ja,Ja,2021.01.14,Laboratorium,Dokumenterad,Skinn 00072B5A22,,6597184,538965,6598997,1493393,RT90,Mindre bra,UI413865 G143-19 +,V2021-0193,,2-1885,Lindesberg (S),2-18,Örebro län (S)
M525386,D535685,Varg,Licensjakt,,2021.01.15,Nej,10:40,Unge,Ja,Nej,Hane,,0,SVA,"35,50","0,00",,Ja,Ja,2021.01.15,Laboratorium,Dokumenterad,,,6597105,534748,6598969,1489173,RT90,Mindre bra,UI415341 G71-21 +,V2021-0194,,2-1885,Lindesberg (S),2-18,Örebro län (S)
M525389,D535695,Varg,Skyddsjakt,,2021.01.15,Nej,15:00,Osäker,Nej,Nej,Hane,,,,"42,50","0,00",,Ja,Ja,2021.01.15,Laboratorium,Dokumenterad,Kropp 578098100344374,Fjelltjørnryggen,6828555,-31004,6837510,925912,WGS84-UTM Zon 32,Mindre bra,UI408673 G317-17 V821 +,,,1-4637,Hyllestad (N),1-46,Vestland (N)
M525397,D535770,Varg,Licensjakt,,2021.01.16,Nej,14:30,Unge,Nej,Nej,Hona,,,,"36,00","0,00",,Ja,Ja,2021.01.16,Laboratorium,Dokumenterad,Skinn 0007756609,,6582246,354957,6586284,1309127,RT90,Mindre bra,UI414750 G74-20 +,V2021-0433,,2-1765,Årjäng (S),2-17,Värmlands län (S)
M525413,D536218,Varg,Licensjakt,,2021.01.20,Nej,,Vuxen,Ja,Nej,Hona,,1,SVA,"0,00","0,00",,Nej,Ja,2021.01.20,Laboratorium,Dokumenterad,00072B9E32,,6599677,531154,6601586,1485609,SWEREF99 TM,Exakt,UI408919 G59-18 +,V2021-0192,,2-1885,Lindesberg (S),2-18,Örebro län (S)
M525416,D536344,Varg,Licensjakt,,2021.01.21,Nej,15:00,Unge,Nej,Nej,Hane,,,,"28,00","0,00",,Ja,Ja,2021.01.21,Laboratorium,Dokumenterad,Skinn 0007B56F65,FInntorp,6587496,357695,6591504,1311930,RT90,Mycket bra,UI415358 G89-21 +,V2021-0434,,2-1765,Årjäng (S),2-17,Värmlands län (S)
M525426,D536420,Varg,Jakt - Kula,,2021.01.22,Nej,15:06,Vuxen,Nej,Nej,Hane,0,1,NINA,"37,50","0,00",,Ja,Ja,2021.01.22,Laboratorium,Dokumenterad,Kropp 578098100676035,Hauketjern,6655174,301564,6659902,1256591,WGS84-UTM Zon 32,Mindre bra,UI413933 G56-20 V865 +,,,1-3026,Aurskog-Høland (N),1-30,Viken (N)
M525429,D536423,Varg,Jakt - Kula,,2021.01.23,Nej,14:48,Vuxen,Nej,Nej,Hona,0,1,NINA,"29,00","0,00",,Ja,Ja,2021.01.22,Laboratorium,Dokumenterad,Kropp 578098100341185,Hudalen,6652394,301239,6657124,1256232,ED50-UTM Zon 32,Mindre bra,UI414047 G253-19 V917 +,,,1-3026,Aurskog-Høland (N),1-30,Viken (N)
M525517,D537272,Varg,Licensjakt,,2021.02.06,Nej,,Unge,Ja,Nej,Hane,,0,SVA,"38,50","0,00",,Ja,Ja,2021.02.11,Laboratorium,Dokumenterad,Skinn 0007B5807A,uppdateras!,6591537,367241,6595431,1321530,RT90,Exakt,UI414712 G69-20 +,V2021-0432,,2-1761,Hammarö (S),2-17,Värmlands län (S)
M525536,D537488,Varg,Skyddsjakt,,2021.02.09,Nej,15:05,Vuxen,Ja,Nej,Hane,8,6,SVA,"47,00","0,00",,Ja,Ja,2021.02.09,Laboratorium,Dokumenterad,"Skinn 0072EABCD, Kranie 11099628",Björksjön,6622672,491010,6625076,1445731,RT90,Mindre bra,UI404834 G156-14 V541 +,V2021-0387,,2-1863,Hällefors (S),2-18,Örebro län (S)
M525598,D538464,Varg,Skyddsjakt,,2021.02.20,Nej,14:10,Vuxen,Ja,Nej,Hona,,1,SVA,"34,00","0,00",,Nej,Ja,2021.02.20,Laboratorium,Dokumenterad,Skinn 00072ED5D2,Håkanbergsvägen ,6811059,565477,6812611,1522532,RT90,Mindre bra,UI412914 G76-19 +,V2021-0529,,2-2121,Ovanåker (S),2-21,Gävleborgs län (S)
M525599,D538465,Varg,Skyddsjakt,,2021.02.20,Nej,14:11,Vuxen,Ja,Nej,Hane,,1,SVA,"44,80","0,00",,Nej,Ja,2021.02.20,Laboratorium,Dokumenterad,Skinn 00073B1AC0,Håkanbergsvägen,6810740,565327,6812294,1522378,RT90,Mindre bra,UI413803 G129-19 +,V2021-0528,,2-2121,Ovanåker (S),2-21,Gävleborgs län (S)
M525728,D539026,Varg,Skyddsjakt,,2021.03.08,Nej,15:26,Vuxen,Ja,Nej,Hane,,1,SVA,"33,20","0,00",,Nej,Ja,2021.03.08,Laboratorium,Dokumenterad,,Nipan,6872314,486227,6874869,1444016,RT90,Mindre bra,UI414026 G250-19 +,V2021-1083,,2-2361,Härjedalen (S),2-23,Jämtlands län (S)
M525785,D539386,Varg,Skyddsjakt,,2021.03.14,Nej,15:39,Unge,Ja,Nej,Hane,,0,SVA,"38,00","0,00",,Ja,Ja,2021.03.14,Laboratorium,Dokumenterad,,Hansflon,6847895,466795,6850682,1424273,RT90,Mindre bra,UI415357 G87-21 +,V2021-1338,,2-2361,Härjedalen (S),2-23,Jämtlands län (S)
M525886,D540582,Varg,Skyddsjakt,,2021.03.24,Nej,17:04,Vuxen,Ja,Nej,Hona,,1,SVA,"34,00","0,00",,Ja,Ja,2021.03.24,Laboratorium,Dokumenterad,,Hortesberget,6920560,493775,6923038,1452167,RT90,Mindre bra,UI414106 G22-20 +,V2021-1337,,2-2260,Ånge (S),2-22,Västernorrlands län (S)
M525912,D541007,Varg,Skyddsjakt,,2021.04.03,Nej,14:00,Vuxen,Ja,Nej,Hane,,1,SVA,"47,00","0,00",,Ja,Nej,2021.04.03,Laboratorium,Dokumenterad,,Ångsjön,7058489,437727,7061723,1397829,RT90,Mycket bra,UI415277 G42-21 V936 +,V2021-1819,,2-2309,Krokom (S),2-23,Jämtlands län (S)
M525910,D540974,Varg,Jakt - Kula,,2021.04.05,Nej,06:30,Vuxen,Nej,Nej,Hona,2,1,NINA,"37,50","0,00",,Ja,Ja,2021.04.05,Laboratorium,Dokumenterad,Kropp 578098100652812,Nordby,6689184,297033,6693987,1252474,WGS84-UTM Zon 32,Mindre bra,UI415496 G117-21 V971 +,,,1-3035,Eidsvoll (N),1-30,Viken (N)
M525911,D540981,Varg,Jakt - Kula,,2021.04.05,Nej,16:06,Vuxen,Nej,Nej,Hane,ung,1,NINA,"37,90","0,00",,Ja,Ja,2021.04.05,Laboratorium,Dokumenterad,Kropp 578098100656914,Fuglåsen,6819408,307002,6824162,1264052,WGS84-UTM Zon 32,Mindre bra,UI415478 G128-21 V965 +,,,1-3424,Rendalen (N),1-34,Innlandet (N)
M525953,D541536,Varg,Jakt - Kula,,2021.04.13,Nej,17:35,Vuxen,Nej,Nej,Hane,"1,5 ",2,NINA,"41,40","0,00",,Ja,Ja,2021.04.13,Laboratorium,Dokumenterad,Kropp 578098100656460,Holmslia,6816742,302660,6821548,1259675,WGS84-UTM Zon 32,Mindre bra,UI414102 G18-20 V963 +,,,1-3424,Rendalen (N),1-34,Innlandet (N)
M525966,D541717,Varg,Skyddsjakt,,2021.04.15,Nej,08:15,Vuxen,Ja,Nej,Hane,0-1,1,SVA,"36,20","0,00",,Nej,Ja,2021.04.15,Laboratorium,Dokumenterad,Skinn 00078EEDCE,Mörtsjön,6759429,594508,6760609,1550934,SWEREF99 TM,Mycket bra,UI414257 G73-21 V896 +,V2021-1603,2021XGV006,2-2101,Ockelbo (S),2-21,Gävleborgs län (S)
M526216,D544378,Varg,Skyddsjakt,,2021.06.27,Nej,21:30,Vuxen,Nej,Nej,Hane,,1,NINA,"29,60","0,00",,Ja,Ja,2021.06.27,Laboratorium,Dokumenterad,Kropp 578098100652335,Tronsheim,6903990,273811,6909204,1231894,WGS84-UTM Zon 32,Mindre bra,UI416657 G203-21 V975 +,,,1-3428,Alvdal (N),1-34,Innlandet (N)
M526283,D544948,Varg,Skyddsjakt,,2021.08.17,Nej,06:50,Vuxen,Nej,Nej,Hane,,,,"45,00","0,00",,Nej,Nej,2021.08.17,Laboratorium,Dokumenterad,Skinn 0007B59B5D,Orust,6449086,295227,6453769,1247759,RT90,Mycket bra,UI415318 G56-21 +,V2021-2820,,2-1421,Orust (S),2-14,Västra Götalands län (S)
